Ключевое слово,Страница,Сеансы,"Новые сеансы, %",Новые пользователи,Показатель отказов,Страниц/сеанс,Сред. длительность сеанса,Коэффициент транзакций,Транзакции,Доход
детская смесь на основе сои,/tag/detskoe_pitanie/detskie_smesi/na_osnove_soi.html,25,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детская смесь нени цена,/tag/detskoe_pitanie/nanny.html,25,"100,00 %",25,"52,00 %","1,00",00:00:25,"0,00 %",0,"0,00 руб."
детская смесь оптом,/catalog/molochnye-smesi,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детская смесь nutrilon интернет магазин,/catalog/detskiy-transport/29962.html?f=1590-12982&x=1&s=name,25,"0,00 %",0,"100,00 %","2,52",00:00:00,"0,00 %",0,"0,00 руб."
детская смеь фрисалак,/tag/detskoe_pitanie/friesland/smesi_friso.html,25,"0,00 %",0,"0,00 %","1,52",00:01:05,"0,00 %",0,"0,00 руб."
детская соль доя ванны,/catalog/kosmetika/28783.html,25,"0,00 %",0,"0,00 %","5,08",00:11:41,"0,00 %",0,"0,00 руб."
детская электрическая зубная щетка,/catalog/egednevnyy-uhod/28719.html?f=1440-12639x12652&?utm_source=yandex,25,"52,00 %",13,"0,00 %","1,00",00:00:18,"0,00 %",0,"0,00 руб."
детская электрическая зубная щетка от 3 лет,/catalog/egednevnyy-uhod/28719.html??utm_source=yandex,25,"100,00 %",25,"52,00 %","1,00",00:12:16,"0,00 %",0,"0,00 руб."
детские велосипеды сомокаты,/catalog/detskiy-transport/29962.html,25,"0,00 %",0,"52,00 %","4,56",00:03:56,"0,00 %",0,"0,00 руб."
детские вещи для новорожденных купить,/tag/tovary_dlja_novorozhdennyh.html,25,"0,00 %",0,"52,00 %","1,52",00:12:19,"0,00 %",0,"0,00 руб."
детские вещи российского производства,/tag/tovary_po_proizvoditelju/rossijal.html,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские зубные щетки,/catalog/egednevnyy-uhod/28719.html??utm_source=yandex,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские зубные щетки электрические,/catalog/egednevnyy-uhod/28719.html??utm_source=yandex,25,"100,00 %",25,"52,00 %","1,52",00:00:31,"0,00 %",0,"0,00 руб."
детские интернет магазины,/catalog/podguzniki/29798.html,25,"52,00 %",13,"0,00 %","6,08",00:24:32,"0,00 %",0,"0,00 руб."
детские интернет магазины,/tag/tovary_dlja_novorozhdennyh.html,25,"52,00 %",13,"0,00 %","1,00",00:01:28,"0,00 %",0,"0,00 руб."
детские интернет магазины в москве,/tag/magazin/detskie_tovary_moskva.html/,25,"0,00 %",0,"52,00 %","1,00",00:00:43,"0,00 %",0,"0,00 руб."
детские каши с 4 месяцев,/tag/detskoe_pitanie/detskie_kashi.html/,25,"52,00 %",13,"0,00 %","1,00",00:06:15,"0,00 %",0,"0,00 руб."
детские колготки rewon интернет магазин,/tag/odezhda/kolgotki_rewon.html,25,"100,00 %",25,"52,00 %","1,52",00:02:54,"0,00 %",0,"0,00 руб."
детские кресла автомобильные,/catalog/avtokresla/29891.html,25,"0,00 %",0,"0,00 %","3,56",00:05:58,"0,00 %",0,"0,00 руб."
детские кроватки giovanni,/catalog/krovatki/30025.html,25,"52,00 %",13,"100,00 %","1,52",00:00:00,"0,00 %",0,"0,00 руб."
детские магазины,/catalog/krovatki/30025.html,25,"0,00 %",0,"0,00 %","10,64",00:02:07,"0,00 %",0,"0,00 руб."
детские молочные смеси на основе козьего молока,/tag/detskoe_pitanie/detskie_smesi/vse_pro_detskie_smesi.html,25,"100,00 %",25,"52,00 %","1,52",00:01:00,"0,00 %",0,"0,00 руб."
детские подгузники для бассейна,/tag/podguzniki_i_pelenki/podguzniki/dlja_kupanija.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские подгузники-трусики,/tag/podguzniki_i_pelenki/podguzniki/trusiki.html/,25,"52,00 %",13,"0,00 %","2,04",00:02:08,"0,00 %",0,"0,00 руб."
детские смеси интернет магазин,/catalog/molochnye-smesi,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские смеси какие лучше,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html?page=2,25,"0,00 %",0,"100,00 %","10,64",00:00:00,"0,00 %",0,"0,00 руб."
детские смеси купить,/catalog/molochnye-smesi,25,"100,00 %",25,"0,00 %","1,00",00:02:56,"0,00 %",0,"0,00 руб."
детские смеси купить,/tag/detskoe_pitanie/detskie_smesi.html,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские смеси рейтинг,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html/,25,"100,00 %",25,"52,00 %","1,00",00:00:35,"0,00 %",0,"0,00 руб."
детские товары авент,/tag/brendy/tovary_avent.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские товары для новорожденных,/catalog/podguzniki-i-pelenki/29777.html,25,"0,00 %",0,"0,00 %","3,04",00:13:13,"0,00 %",0,"0,00 руб."
детские товары для новорожденных недорого,/tag/tovary_dlja_novorozhdennyh.html,25,"52,00 %",13,"52,00 %","1,00",00:03:21,"0,00 %",0,"0,00 руб."
детские товары интернет магазин,/catalog/sportivnye-igry/83886.html,25,"0,00 %",0,"100,00 %","3,56",00:00:00,"0,00 %",0,"0,00 руб."
детские чаи,/tag/detskoe_pitanie/chai/detskie_chai.html,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детские чаи для новорожденных,/tag/detskoe_pitanie/chai/detskie_chai.html,25,"52,00 %",13,"0,00 %","2,04",00:01:26,"0,00 %",0,"0,00 руб."
детский интернет магазин,/catalog/molochnye-smesi/29065.html,25,"52,00 %",13,"52,00 %","17,72",00:00:07,"0,00 %",0,"0,00 руб."
детский интернет магазин москва,/tag/magazin/detskie_tovary_moskva.html,25,"52,00 %",13,"52,00 %","1,00",00:00:03,"0,00 %",0,"0,00 руб."
детский магазин,/catalog/kosmetika/28783.html?b=51592&x=0&s=name,25,"0,00 %",0,"0,00 %","1,52",00:05:22,"0,00 %",0,"0,00 руб."
детское молоко агуша цена,/tag/detskoe_pitanie/agusha/molochnaja_produkcija.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детское овощное пюре купить,/tag/detskoe_pitanie/pjure/ovownoe.html,25,"52,00 %",13,"52,00 %","1,00",00:00:05,"0,00 %",0,"0,00 руб."
детское питание агуша купить,/tag/detskoe_pitanie/agusha.html,25,"0,00 %",0,"0,00 %","1,00",00:00:23,"0,00 %",0,"0,00 руб."
детское питание беби премиум,/tag/detskoe_pitanie/bebi.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детское питание для новорожденных,/catalog/kashi/28985.html,25,"0,00 %",0,"52,00 %","1,52",00:00:14,"0,00 %",0,"0,00 руб."
детское питание интернет магазин,/catalog/kashi/28985.html,25,"0,00 %",0,"100,00 %","17,24",00:00:00,"0,00 %",0,"0,00 руб."
детское питание инфамил,/tag/detskoe_pitanie/mead_johnson/enfamil.html,25,"52,00 %",13,"0,00 %","1,52",00:01:48,"0,00 %",0,"0,00 руб."
детское питание купить интернет магазин,/tag/detskoe_pitanie/internet_magazin.html,25,"52,00 %",13,"0,00 %","1,00",00:00:39,"0,00 %",0,"0,00 руб."
детское питание нэнни,/tag/detskoe_pitanie/nanny.html,25,"52,00 %",13,"52,00 %","2,04",00:02:47,"0,00 %",0,"0,00 руб."
детское питание с 3 месяцев,/tag/detskoe_pitanie/detskoe_pjure.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
детское питание смеси какое лучше,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html,25,"100,00 %",25,"52,00 %","1,52",00:03:36,"0,00 %",0,"0,00 руб."
детское питание тема купить,/tag/detskoe_pitanie/tema.html,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
дешевые коляски для новорожденных интернет магазин,/tag/magazin/detskie_tovary_moskva.html,25,"52,00 %",13,"0,00 %","1,00",00:03:48,"0,00 %",0,"0,00 руб."
дешевые памперсы,/catalog/podguzniki/29798.html?x=0&page=2,25,"0,00 %",0,"100,00 %","1,52",00:00:00,"0,00 %",0,"0,00 руб."
дешевые памперсы,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html/,25,"100,00 %",25,"52,00 %","1,00",00:00:12,"0,00 %",0,"0,00 руб."
для мам и малышей интернет магазин,/tag/magazin/dlja_mam_i_malyshej.html,25,"52,00 %",13,"52,00 %","1,52",00:00:41,"0,00 %",0,"0,00 руб."
для мама и малышей,/tag/magazin/dlja_mam_i_malyshej.html,25,"100,00 %",25,"0,00 %","1,00",00:00:32,"0,00 %",0,"0,00 руб."
для новорожденного интернет магазин,/catalog/aksessuary-dlya-sna/29949.html,25,"0,00 %",0,"52,00 %","1,00",00:00:47,"0,00 %",0,"0,00 руб."
для новорожденных интернет магазин москва,/catalog/shapochki-i-panamki/29773.html,25,"0,00 %",0,"0,00 %","18,24",00:13:51,"0,00 %",0,"0,00 руб."
енфамил,/tag/detskoe_pitanie/mead_johnson/enfamil.html,25,"52,00 %",13,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
жидкие смеси для новорожденных купить,/tag/detskoe_pitanie/detskie_smesi.html/,25,"100,00 %",25,"52,00 %","1,00",00:03:00,"0,00 %",0,"0,00 руб."
заказать вещи для новорожденных,/tag/tovary_dlja_novorozhdennyh.html,25,"52,00 %",13,"0,00 %","1,00",00:04:06,"0,00 %",0,"0,00 руб."
заказать детскую смесь через интернет,/tag/detskoe_pitanie/detskie_smesi.html/,25,"100,00 %",25,"0,00 %","1,00",00:01:55,"0,00 %",0,"0,00 руб."
заказать памперсы дешево,/tag/podguzniki_i_pelenki/podguzniki/rasprodazhi_i_akcii.html,25,"100,00 %",25,"52,00 %","2,04",00:02:04,"0,00 %",0,"0,00 руб."
заказать памперсы мериес,/tag/podguzniki_i_pelenki/merries/pampersy.html/,25,"0,00 %",0,"52,00 %","1,00",00:01:16,"0,00 %",0,"0,00 руб."
заказать подгузники мериес дешево,/tag/podguzniki_i_pelenki/merries.html,25,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
заменитель friesland фрисо (фрисолак га) 400 гр,/catalog/podguzniki/29798.html,25,"0,00 %",0,"0,00 %","1,00",00:12:01,"0,00 %",0,"0,00 руб."
замок clippasafe для холодильника cl73 /1 cl72 /1,/catalog/bezopasnost-dlya-doma/28553.html,25,"0,00 %",0,"52,00 %","1,52",00:00:01,"0,00 %",0,"0,00 руб."
зоосад развивающий коврик,/catalog/igrushki-dlya-malyshey/29585.html,25,"0,00 %",0,"0,00 %","8,60",00:36:29,"0,00 %",0,"0,00 руб."
игрушка из мультика тини лав купить,/tag/igraj_i_razvivajsya/tovary_tiny_love.html,25,"0,00 %",0,"52,00 %","1,52",00:00:07,"0,00 %",0,"0,00 руб."
игрушка тини лав,/catalog/igrushki-dlya-malyshey/29585.html,25,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
игрушки для новорожденных российского производства,/tag/tovary_po_proizvoditelju/rossijal.html/,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин детских товаров,/catalog/kormlenie-i-uhod-za-grudyu/29461.html,25,"0,00 %",0,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин детских товаров москва,/tag/magazin/detskie_tovary_moskva.html,25,"52,00 %",13,"52,00 %","1,52",00:01:16,"0,00 %",0,"0,00 руб."
интернет магазин детского питания,/tag/detskoe_pitanie/internet_magazin.html,25,"100,00 %",25,"0,00 %","1,52",00:01:34,"0,00 %",0,"0,00 руб."
интернет магазин детской смеси,/tag/detskoe_pitanie/detskie_smesi.html,25,"0,00 %",0,"52,00 %","1,00",00:02:45,"0,00 %",0,"0,00 руб."
интернет магазин детской смеси,/tag/detskoe_pitanie/detskie_smesi.html/,25,"100,00 %",25,"0,00 %","1,00",00:02:53,"0,00 %",0,"0,00 руб."
интернет магазин для будущих мам и малышей,/tag/magazin/dlja_mam_i_malyshej.html,25,"100,00 %",25,"52,00 %","1,00",00:04:26,"0,00 %",0,"0,00 руб."
интернет магазин для мам,/tag/magazin/dlja_mam_i_malyshej.html,25,"52,00 %",13,"52,00 %","1,00",00:04:16,"0,00 %",0,"0,00 руб."
интернет магазин для мам и малышей,/tag/magazin/dlja_mam_i_malyshej.html,25,"0,00 %",0,"52,00 %","1,00",00:05:59,"0,00 %",0,"0,00 руб."
интернет магазин для младенцев,/catalog/odegda-i-obuv,25,"0,00 %",0,"100,00 %","2,04",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин для недоношенных детей,/tag/podguzniki_i_pelenki/podguzniki_dlja_nedonoshenyh.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных,/catalog/dlya-novorogdennyh/105926.html,25,"0,00 %",0,"52,00 %","19,24",00:05:20,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных,/catalog/koftochki/29706.html,25,"52,00 %",13,"52,00 %","6,08",00:00:12,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных,/catalog/kolyaski/29982.html,25,"0,00 %",0,"100,00 %","47,16",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных,/catalog/podguzniki/29798.html,25,"0,00 %",0,"100,00 %","19,24",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных,/catalog/prinadlegnosti-dlya-kupaniya/28836.html,25,"0,00 %",0,"0,00 %","8,12",00:00:33,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных москва,/tag/magazin/detskie_tovary_moskva.html,25,"52,00 %",13,"52,00 %","1,00",00:04:44,"0,00 %",0,"0,00 руб."
интернет магазин для новорожденных недорого,/tag/tovary_dlja_novorozhdennyh.html,25,"100,00 %",25,"0,00 %","1,00",00:02:05,"0,00 %",0,"0,00 руб."
интернет магазин малыш,/catalog/kashi/28985.html?x=0&b=51554,25,"0,00 %",0,"100,00 %","1,52",00:00:00,"0,00 %",0,"0,00 руб."
интернет магазин нутрилон,/tag/detskoe_pitanie/nutricia_nutrilon/smesi.html?page=1,25,"0,00 %",0,"0,00 %","1,52",00:02:13,"0,00 %",0,"0,00 руб."
интернет магазин одежды для новорожденных в москве,/tag/magazin/detskie_tovary_moskva.html,25,"0,00 %",0,"52,00 %","1,00",00:01:01,"0,00 %",0,"0,00 руб."
интернет магазин памперсов в москве,/tag/podguzniki_i_pelenki/podguzniki/moskva_i_oblast.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
интернет-магазин для новорожденных недорого,/tag/tovary_dlja_novorozhdennyh.html,25,"100,00 %",25,"0,00 %","1,00",00:42:20,"0,00 %",0,"0,00 руб."
интернет-магазин товаров для детей,/catalog/aptechka/53580.html?x=0&s=name&page=3,25,"0,00 %",0,"100,00 %","1,52",00:00:00,"0,00 %",0,"0,00 руб."
как вода нутрилак проходит бактерицидную обработка активным кислородом,/catalog/detskoe-pitanie/28934.html,25,"0,00 %",0,"0,00 %","2,52",00:19:32,"0,00 %",0,"0,00 руб."
какая детская смесь самая лучшая,/tag/detskoe_pitanie/detskie_smesi/kakaja_luchshe.html,25,"100,00 %",25,"100,00 %","1,00",00:00:00,"0,00 %",0,"0,00 руб."
